Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,internal,sg/public,sg/internal,usr/public,Overide publiM,Overide internal,Overide meta,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,pdbx equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type
22930,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_seq_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom seq ID 1,INTEGER,NOT NULL,,DeducedHBond,HeavyAtomSeqID1,N,N,,,,Entity_poly_seq,Num,,,,Y,70,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_seq_ID_1,?,?,?,?,N,N,code
22940,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_comp_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom comp ID 1,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomCompID1,N,N,,,,Chem_comp,ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_comp_ID_1,?,?,?,?,N,N,float
22950,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_atom_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom atom ID 1,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomAtomID1,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,90,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,?,?,_Chem_comp_atom.Atom_ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_atom_ID_1,?,?,?,?,N,N,float
22960,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_atom_type_1,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom atom type 1,VARCHAR(15),NOT NULL,,DeducedHBond,HeavyAtomAtomType1,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_atom_type_1,?,?,?,?,N,N,code
22970,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_entry_atom_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom entry atom ID 2,CHAR(12),,,DeducedHBond,HeavyAtomEntryAtomID2,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,110,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,?,?,_Chem_comp_atom.Atom_ID,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Deduced_H_bond,Heavy_atom_entry_atom_ID_2,?,?,?,?,N,N,code
22980,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_entity_assembly_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom entity assembly ID 2,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomEntityAssemblyID2,N,N,,,,Entity_assembly,ID,,,,Y,120,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_assembly.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_entity_assembly_ID_2,?,?,?,?,N,N,code
22990,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_entity_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom entity ID 2,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomEntityID2,N,N,,,,Entity,ID,,,,Y,130,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_entity_ID_2,?,?,?,?,N,N,code
23000,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_comp_index_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom comp index ID 2,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomCompIndexID2,N,N,,,,Entity_comp_index,ID,,,,Y,140,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_comp_index_ID_2,?,?,?,?,N,N,code
23010,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_seq_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom seq ID 2,INTEGER,NOT NULL,,DeducedHBond,HeavyAtomSeqID2,N,N,,,,Entity_poly_seq,Num,,,,Y,150,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_seq_ID_2,?,?,?,?,N,N,code
23020,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_comp_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom comp ID 2,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomCompID2,N,N,,,,Chem_comp,ID,,,,Y,160,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_comp_ID_2,?,?,?,?,N,N,code
23030,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_atom_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom atom ID 2,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtomAtomID2,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,170,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,?,?,_Chem_comp_atom.Atom_ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_atom_ID_2,?,?,?,?,N,N,code
23040,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_atom_type_2,,X,,,,N,H,H,H,H,H,N,,,,,,Heavy atom atom type 2,VARCHAR(15),NOT NULL,,DeducedHBond,HeavyAtomAtomType2,N,N,,,,,,,,,Y,180,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Heavy_atom_atom_type_2,?,?,?,?,N,N,code
23050,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_entry_atom_ID,,,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom entry atom ID,CHAR(12),,,DeducedHBond,HydrogenAtomEntryAtomID,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,190,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Atom.Entry_atom_ID,?,_Chem_comp_atom.Atom_ID,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Deduced_H_bond,Hydrogen_atom_entry_atom_ID,?,?,?,?,N,N,code
23060,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_entity_assembly_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom entity assembly ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomEntityAssemblyID,N,N,,,,Entity_assembly,ID,,,,Y,200,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Hydrogen_atom_entity_assembly_ID,?,?,?,?,N,N,int
23070,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_entity_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom entity ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomEntityID,N,N,,,,Entity,ID,,,,Y,210,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Hydrogen_atom_entity_ID,?,?,?,?,N,N,code
23080,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_comp_index_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom comp index ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomCompIndexID,N,N,,,,Entity_comp_index,ID,,,,Y,220,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Hydrogen_atom_comp_index_ID,?,?,?,?,N,N,code
23090,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_seq_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom seq ID,INTEGER,NOT NULL,,DeducedHBond,HydrogenAtomSeqID,N,N,,,,Entity_poly_seq,Num,,,,Y,230,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Hydrogen_atom_seq_ID,?,?,?,?,N,N,name
23100,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_comp_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom comp ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomCompID,N,N,,,,Chem_comp,ID,,,,Y,240,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Hydrogen_atom_comp_ID,?,?,?,?,N,N,line
23110,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Hydrogen_atom_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Hydrogen atom ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomID,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,250,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Hydrogen_atom_ID,?,?,?,?,N,N,code
23120,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Sf_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,DeducedHBond,SfID,N,Y,,Y,,Deduced_H_bond_list,Sf_ID,,,,Y,260,,,,,,4,?,n/a,Pointer to '_Deduced_H_bond_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Deduced_H_bond_list.Sf_ID,?,_Deduced_H_bond_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Deduced_H_bond,Sf_ID,?,?,?,?,N,N,int
23130,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Entry_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,DeducedHBond,EntryID,N,N,,,,Entry,ID,,,,Y,270,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Entry_ID,?,?,?,?,N,N,code
23140,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Deduced_hydrogen_bond_list_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Deduced hydrogen bond list ID,CHAR(12),NOT NULL,,DeducedHBond,DeducedHydrogenBondListID,N,N,,,,Deduced_H_bond_list,ID,,,,Y,280,,,,,,5,?,n/a,Pointer to '_Deduced_H_bond_list.ID',?,?,Y,Y,N,N,N,N,?,?,_Deduced_H_bond_list.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Deduced_H_bond,Deduced_hydrogen_bond_list_ID,Y,?,?,?,N,N,text
23150,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,ConformerStatList,SfCategory,N,N,,,,,,,,,N,6690,,,,,,1,?,n/a,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Sf_category,?,?,?,?,Y,N,code
23160,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Sf_framecode,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,ConformerStatList,SfFramecode,N,N,,,,,,,,,N,6700,,,,,,2,?,Label for list of statistical values for the family of conformers,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?,?,Y,Y,Y,N,N,N,?,?,?,R,R,I,I,I,I,I,I,I,I,I,I,?,0,Conformer_stat_list,Sf_framecode,?,?,?,?,Y,N,line
23170,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,ConformerStatList,EntryID,N,N,,,,Entry,ID,,,,N,6710,,,,,,3,?,n,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Entry_ID,Y,?,?,?,Y,N,float
23180,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,ConformerStatList,SfID,N,Y,Y,Y,,,,,,,N,6720,,,,,,4,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Conformer_stat_list,Sf_ID,?,?,?,?,Y,N,name
23190,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,ID,INTEGER,NOT NULL,,ConformerStatList,ConformerStatListID,N,N,Y,,,,,,,,N,6730,,,,,,5,?,Conformer statistics ID,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,ID,Y,?,?,?,Y,N,name
23200,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Details,,O,,,,Y,H,H,H,H,H,N,,,,,,Details,TEXT,,,ConformerStatList,Details,N,N,,,,,,,,,N,6740,,,,,,0,?,Details,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Details,?,?,?,?,Y,N,line
23210,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Data_file_name,,,,,,Y,H,H,H,H,H,N,,Upload data,_Upload_data.Data_file_name,,,Data file name,VARCHAR(127),,,ConformerStatList,DataFileName,N,N,,,,,,,,,N,6750,,19,,,,0,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this saveframe.,?,?,Y,Y,N,N,N,N,?,?,?,I,R,R,I,R,R,I,R,R,O,O,O,?,1,Conformer_stat_list,Data_file_name,?,?,?,?,Y,N,name
23220,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Text_data_format,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Text data format,VARCHAR(31),,,ConformerStatList,TextDataFormat,N,N,,,,,,,,,N,6760,,,,,,0,?,Text data format,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Text_data_format,?,?,?,?,Y,N,text
23230,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Text_data,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Text data,TEXT,,,ConformerStatList,TextData,N,N,,,,,,,,,N,6770,,,,,,0,?,Text data,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Text_data,?,?,?,?,N,N,name
23240,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Original_conformer_stats_file_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Original conformer stats file ID,CHAR(12),,,ConformerStatList,OriginalConformerStatsFileID,N,N,,,,,,,,,N,6780,,,,,,0,?,Original conformer stats file ID,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Original_conformer_stats_file_ID,?,?,?,?,Y,N,line
23250,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Conformer_family_ID,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Conformer family ID,CHAR(12),NOT NULL,,ConformerStatList,ConformerFamilyID,N,N,,,,,,,,,N,6790,,,,,,7,?,Conformer family ID,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Conformer_family_ID,?,?,?,?,Y,N,code
23260,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Conformer_family_label,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Conformer family label,VARCHAR(127),NOT NULL,,ConformerStatList,ConformerFamilyLabel,N,N,,,,,,,,,N,6800,,,,,,0,?,Conformer family label,?,?,?,Y,Y,N,N,Y,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Conformer_family_label,?,?,?,?,Y,N,int
23270,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Conformer_calculated_total_num,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Conformer calculated total num,INTEGER,NOT NULL,,ConformerStatList,ConformerCalculatedTotalNum,N,N,,,,,,,,,N,6810,,,,,,0,?,Conformer calculated total num,?,?,?,Y,Y,N,N,N,N,_Entity_poly_seq.Num,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Conformer_calculated_total_num,?,?,?,?,Y,N,code
23280,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Conformer_submitted_total_num,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Conformer submitted total num,INTEGER,NOT NULL,,ConformerStatList,ConformerSubmittedTotalNum,N,N,,,,,,,,,N,6820,,,,,,0,?,Conformer submitted total num,?,?,?,Y,Y,N,N,N,N,_Entity_poly_seq.Num,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Conformer_submitted_total_num,?,?,?,?,Y,N,text
23290,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Conformer_selection_criteria,,MC,Y,,,Y,H,Y,Y,Y,Y,N,,,,,,Conformer selection criteria,VARCHAR(127),NOT NULL,,ConformerStatList,ConformerSelectionCriteria,N,N,,,,,,,,,N,6830,,,,,,0,?,Conformer selection criteria,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conformer_stat_list,Conformer_selection_criteria,?,?,?,?,Y,N,code
23300,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Representative_conformer_ID,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Representative conformer ID,CHAR(12),NOT NULL,,ConformerStatList,RepresentativeConformerID,N,N,,,,,,,,,N,6840,,,,,,7,?,Representative conformer ID,?,?,?,Y,Y,N,N,N,N,_Representative_conformer.ID,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Representative_conformer_ID,?,?,?,?,Y,N,line
23310,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Rep_conformer_label,,X,,,,Y,H,H,H,H,H,N,,,,,,Rep conformer label,VARCHAR(127),NOT NULL,,ConformerStatList,RepConformerLabel,N,N,,,,,,,,,N,6850,,,,,,0,?,Rep conformer label,?,?,?,Y,Y,N,N,Y,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Rep_conformer_label,?,?,?,?,Y,N,float
23320,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Rep_conformer_selection_criteria,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Rep conformer selection criteria,TEXT,,,ConformerStatList,RepConformerSelectionCriteria,N,N,,,,,,,,,N,6860,,,,,,0,?,Rep conformer selection criteria,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Rep_conformer_selection_criteria,?,?,?,?,Y,N,name
23330,conformer_statistics,N,R,8,structure,570,Conformer statistics,_Conformer_stat_list.Statistical_struct_param_details,,O,,,,Y,H,H,H,H,H,N,,,,,,Statistical struct param details,TEXT,,,ConformerStatList,StatisticalStructParamDetails,N,N,,,,,,,,,N,6870,,,,,,0,?,Statistical struct param details,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conformer_stat_list,Statistical_struct_param_details,?,?,?,?,Y,N,name
23340,conformer_statistics,N,T6,8,structure,570,Conformer constraint statistics,_Conf_stats_constraints.Constraint_list_ID,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Constraint list ID,CHAR(12),NOT NULL,,ConfStatsConstraints,ConstraintListID,N,N,,Y,,,,,,,Y,10,,,,,,7,?,Constraint list ID,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conf_stats_constraints,Constraint_list_ID,Y,?,?,?,Y,N,line
23350,conformer_statistics,N,T6,8,structure,570,Conformer constraint statistics,_Conf_stats_constraints.Constraint_list_label,,X,,,,Y,H,H,H,H,H,N,,,,,,Constraint list label,VARCHAR(127),NOT NULL,,ConfStatsConstraints,ConstraintListLabel,N,N,,,,,,,,,Y,20,,,,,,0,?,Constraint list label,?,?,?,Y,Y,N,N,Y,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conf_stats_constraints,Constraint_list_label,?,?,?,?,Y,N,name
23360,conformer_statistics,N,T6,8,structure,570,Conformer constraint statistics,_Conf_stats_constraints.Constraint_type,,X,,,,Y,H,H,H,H,H,N,,,,,,Constraint type,VARCHAR(127),NOT NULL,,ConfStatsConstraints,ConstraintType,N,N,,,,,,,,,Y,30,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conf_stats_constraints,Constraint_type,?,?,?,?,Y,N,text
23370,conformer_statistics,N,T6,8,structure,570,Conformer constraint statistics,_Conf_stats_constraints.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,ConfStatsConstraints,SfID,N,Y,,Y,,Conformer_stat_list,Sf_ID,,,,Y,40,,,,,,4,?,n/a,Pointer to '_Conformer_stat_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Conformer_stat_list.Sf_ID,?,_Conformer_stat_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Conf_stats_constraints,Sf_ID,?,?,?,?,Y,N,code
23380,conformer_statistics,N,T6,8,structure,570,Conformer constraint statistics,_Conf_stats_constraints.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,ConfStatsConstraints,EntryID,N,N,,,,Entry,ID,,,,Y,50,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conf_stats_constraints,Entry_ID,?,?,?,?,Y,N,line
23390,conformer_statistics,N,T6,8,structure,570,Conformer constraint statistics,_Conf_stats_constraints.Conformer_stat_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Conformer stat list ID,CHAR(12),NOT NULL,,ConfStatsConstraints,ConformerStatListID,N,N,,,,Conformer_stat_list,ID,,,,Y,60,,,,,,5,?,n/a,Pointer to '_Conformer_stat_list.ID',?,?,Y,Y,N,N,N,N,_Conformer_stat_list.ID,?,_Conformer_stat_list.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Conf_stats_constraints,Conformer_stat_list_ID,Y,?,?,?,Y,N,code
23400,conformer_statistics,N,T6,8,structure,570,Software,_Conf_stats_software_apps.Software_ID,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Software ID,CHAR(12),NOT NULL,,ConfStatsSoftwareApps,SoftwareID,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,N,_Software.ID,?,_Software.ID,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Conf_stats_software_apps,Software_ID,Y,?,?,?,Y,N,line
