Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,BMRB/CCPN status,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Loopflag,Seq,Dbspace,Example,Prompt,Description
30380,floating_chiral_stereo_assign,N,R,8,structure,740, Floating chiral stereo assign,_Floating_chiral_stereo_assign.Stereo_assigned_count,,,,,open,Y,N,H,H,H,H,N,,,,,,Stereo assigned count,INTEGER,,,FloatingChiralStereoAssign,StereoAssignedCount,N,N,,,,,,,N,8390,1,?,?,?
30390,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,FloatingChirality,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
30400,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,FloatingChirality,SfID,N,Y,,Y,1,FloatingChiralStereoAssign,SfID,,Y,20,1,?,?,?
30410,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Floating_chirality_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Floating chirality ID,INTEGER,,,FloatingChirality,FloatingChiralityID,N,N,,,,,,,Y,30,1,?,?,?
30420,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 atom global ID,INTEGER,,,FloatingChirality,Atom1AtomGlobalID,N,N,,,,,,,Y,40,1,?,?,?
30430,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 molecule ID,CHAR(12),NOT NULL,,FloatingChirality,Atom1MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,50,1,?,?,?
30440,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 molecule code,VARCHAR(15),,,FloatingChirality,Atom1MoleculeCode,N,N,,,,,,,Y,60,1,?,?,?
30450,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 chem comp index ID,INTEGER,,,FloatingChirality,Atom1ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,70,1,?,?,?
30460,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 chem comp seq num,INTEGER,,,FloatingChirality,Atom1ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,80,1,?,?,?
30470,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 chem comp ID,CHAR(12),NOT NULL,,FloatingChirality,Atom1ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,90,1,?,?,?
30480,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 atom ID,CHAR(12),NOT NULL,,FloatingChirality,Atom1AtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,100,1,?,?,?
30490,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_1_atom_type,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 1 atom type,VARCHAR(15),,,FloatingChirality,Atom1AtomType,N,N,,,,,,,Y,110,1,?,?,?
30500,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 atom global ID,INTEGER,,,FloatingChirality,Atom2AtomGlobalID,N,N,,,,,,,Y,120,1,?,?,?
30510,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 molecule ID,CHAR(12),NOT NULL,,FloatingChirality,Atom2MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,130,1,?,?,?
30520,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 molecule code,VARCHAR(15),,,FloatingChirality,Atom2MoleculeCode,N,N,,,,,,,Y,140,1,?,?,?
30530,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 chem comp index ID,INTEGER,,,FloatingChirality,Atom2ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,150,1,?,?,?
30540,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 chem comp seq num,INTEGER,,,FloatingChirality,Atom2ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,160,1,?,?,?
30550,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 chem comp ID,CHAR(12),NOT NULL,,FloatingChirality,Atom2ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,170,1,?,?,?
30560,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 atom ID,CHAR(12),NOT NULL,,FloatingChirality,Atom2AtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,180,1,?,?,?
30570,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Atom_2_atom_type,,,,,open,N,H,H,H,H,H,N,,,,,,Atom 2 atom type,VARCHAR(15),,,FloatingChirality,Atom2AtomType,N,N,,,,,,,Y,190,1,?,?,?
30580,floating_chiral_stereo_assign,N,T6,8,structure,740, Floating chirality,_Floating_chirality.Stereospecific_assignment_code,,,,,open,N,H,H,H,H,H,N,,,,,,Stereospecific assignment code,VARCHAR(127),,,FloatingChirality,StereospecificAssignmentCode,N,N,,,,,,,Y,200,1,?,?,?
30590,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Sf_category,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,ConformerAtomNomMap,SfCategory,N,N,,Y,,,,,N,8400,1,?,?,?
30600,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Sf_framecode,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,ConformerAtomNomMap,SfFramecode,N,N,,,,,,,N,8410,1,?,?,?
30610,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,ConformerAtomNomMap,EntryID,N,N,,Y,1,EntryInformation,EntryID,,N,8420,1,?,?,?
30620,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,ConformerAtomNomMap,SfID,N,Y,,Y,,,,,N,8430,1,?,?,?
30630,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Conformer_family_ID,,X,,M,open,Y,H,H,H,H,H,N,,,,,,Conformer family ID,INTEGER,NOT NULL,,ConformerAtomNomMap,ConformerFamilyID,N,N,,,,,,,N,8440,1,?,?,?
30640,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Conformer_family_label,,M,Y,,open,Y,N,Y,Y,Y,Y,N,,,,,,Conformer family label,VARCHAR(127),,,ConformerAtomNomMap,ConformerFamilyLabel,N,N,,,,,,,N,8450,1,?,?,?
30650,conformer_atom_nom_map,N,R,8,structure,830, Conformer atom nom map,_Conformer_atom_nom_map.Details,,,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,ConformerAtomNomMap,Details,N,N,,,,,,,N,8460,1,?,?,?
30660,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,NomenclatureMapping,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
30670,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,NomenclatureMapping,SfID,N,Y,,Y,1,ConformerAtomNomMap,SfID,,Y,20,1,?,?,?
30680,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Conformer_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Conformer ID,INTEGER,NOT NULL,,NomenclatureMapping,ConformerID,Y,N,,Y,,,,,Y,30,1,?,?,?
30690,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom global ID,INTEGER,,,NomenclatureMapping,AtomGlobalID,N,N,,,,,,,Y,40,1,?,?,?
30700,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,NomenclatureMapping,MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,50,1,?,?,?
30710,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule code,VARCHAR(15),,,NomenclatureMapping,MoleculeCode,N,N,,,,,,,Y,60,1,?,?,?
30720,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp index ID,INTEGER,,,NomenclatureMapping,ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,70,1,?,?,?
30730,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp seq num,INTEGER,,,NomenclatureMapping,ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,80,1,?,?,?
30740,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp ID,CHAR(12),NOT NULL,,NomenclatureMapping,ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,90,1,?,?,?
30750,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Input_data_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Input data atom ID,CHAR(12),NOT NULL,,NomenclatureMapping,InputDataAtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,100,1,?,?,?
30760,conformer_atom_nom_map,N,T6,8,structure,830, Nomenclature mapping,_Nomenclature_mapping.Alternate_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Alternate atom ID,CHAR(12),NOT NULL,,NomenclatureMapping,AlternateAtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,110,1,?,?,?
30770,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Sf_category,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,RepConformerAtomNomMap,SfCategory,N,N,,Y,,,,,N,8470,1,?,?,?
30780,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Sf_framecode,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,RepConformerAtomNomMap,SfFramecode,N,N,,,,,,,N,8480,1,?,?,?
30790,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,RepConformerAtomNomMap,EntryID,N,N,,Y,1,EntryInformation,EntryID,,N,8490,1,?,?,?
30800,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,RepConformerAtomNomMap,SfID,N,Y,,Y,,,,,N,8500,1,?,?,?
30810,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Conformer_family_ID,,X,,M,open,Y,H,H,H,H,H,N,,,,,,Conformer family ID,INTEGER,NOT NULL,,RepConformerAtomNomMap,ConformerFamilyID,N,N,,,,,,,N,8510,1,?,?,?
30820,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Conformer_family_label,,M,Y,,open,Y,N,Y,Y,Y,Y,N,,,,,,Conformer family label,VARCHAR(127),,,RepConformerAtomNomMap,ConformerFamilyLabel,N,N,,,,,,,N,8520,1,?,?,?
30830,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Representative_conformer_ID,,X,,MC,open,Y,H,H,H,H,H,N,,,,,,Representative conformer ID,INTEGER,NOT NULL,,RepConformerAtomNomMap,RepresentativeConformerID,N,N,,,,RepresentativeConformer,RepresentativeConformerSfID,,N,8530,1,?,?,?
30840,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Representative_conformer_label,,MC,Y,,open,Y,N,Y,Y,Y,Y,N,,,,,,Representative conformer label,VARCHAR(127),,,RepConformerAtomNomMap,RepresentativeConformerLabel,N,N,,,,,,,N,8540,1,?,?,?
30850,rep_conformer_atom_nom_map,N,R,8,structure,840, Rep conformer atom nom map,_Rep_conformer_atom_nom_map.Details,,,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,RepConformerAtomNomMap,Details,N,N,,,,,,,N,8550,1,?,?,?
30860,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,RepConfNomenclatureMapping,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
30870,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,RepConfNomenclatureMapping,SfID,N,Y,,Y,1,RepConformerAtomNomMap,SfID,,Y,20,1,?,?,?
30880,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom global ID,INTEGER,,,RepConfNomenclatureMapping,AtomGlobalID,N,N,,,,,,,Y,30,1,?,?,?
30890,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,RepConfNomenclatureMapping,MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,40,1,?,?,?
30900,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule code,VARCHAR(15),,,RepConfNomenclatureMapping,MoleculeCode,N,N,,,,,,,Y,50,1,?,?,?
30910,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp index ID,INTEGER,,,RepConfNomenclatureMapping,ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,60,1,?,?,?
30920,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp seq num,INTEGER,,,RepConfNomenclatureMapping,ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,70,1,?,?,?
30930,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp ID,CHAR(12),NOT NULL,,RepConfNomenclatureMapping,ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,80,1,?,?,?
30940,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Input_data_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Input data atom ID,CHAR(12),NOT NULL,,RepConfNomenclatureMapping,InputDataAtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,90,1,?,?,?
30950,rep_conformer_atom_nom_map,N,T6,8,structure,840, Rep conf nomenclature mapping,_Rep_conf_nomenclature_mapping.Alternate_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Alternate atom ID,CHAR(12),NOT NULL,,RepConfNomenclatureMapping,AlternateAtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,100,1,?,?,?
30960,author_pseudoatom_nom_map,N,R,8,structure,850, Author pseudoatom nom map,_Author_pseudoatom_nom_map.Sf_category,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,AuthorPseudoatomNomMap,SfCategory,N,N,,Y,,,,,N,8560,1,?,?,?
30970,author_pseudoatom_nom_map,N,R,8,structure,850, Author pseudoatom nom map,_Author_pseudoatom_nom_map.Sf_framecode,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,AuthorPseudoatomNomMap,SfFramecode,N,N,,,,,,,N,8570,1,?,?,?
30980,author_pseudoatom_nom_map,N,R,8,structure,850, Author pseudoatom nom map,_Author_pseudoatom_nom_map.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,AuthorPseudoatomNomMap,EntryID,N,N,,Y,1,EntryInformation,EntryID,,N,8580,1,?,?,?
30990,author_pseudoatom_nom_map,N,R,8,structure,850, Author pseudoatom nom map,_Author_pseudoatom_nom_map.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,AuthorPseudoatomNomMap,SfID,N,Y,,Y,,,,,N,8590,1,?,?,?
31000,author_pseudoatom_nom_map,N,R,8,structure,850, Author pseudoatom nom map,_Author_pseudoatom_nom_map.Details,,,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,AuthorPseudoatomNomMap,Details,N,N,,,,,,,N,8600,1,?,?,?
31010,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,AuthorNomenclatureMapping,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
31020,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,AuthorNomenclatureMapping,SfID,N,Y,,Y,1,AuthorPseudoatomNomMap,SfID,,Y,20,1,?,?,?
31030,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom global ID,INTEGER,,,AuthorNomenclatureMapping,AtomGlobalID,N,N,,,,,,,Y,30,1,?,?,?
31040,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,AuthorNomenclatureMapping,MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,40,1,?,?,?
31050,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule code,VARCHAR(15),,,AuthorNomenclatureMapping,MoleculeCode,N,N,,,,,,,Y,50,1,?,?,?
31060,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp index ID,INTEGER,,,AuthorNomenclatureMapping,ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,60,1,?,?,?
31070,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp seq num,INTEGER,,,AuthorNomenclatureMapping,ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,70,1,?,?,?
31080,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp ID,CHAR(12),NOT NULL,,AuthorNomenclatureMapping,ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,80,1,?,?,?
31090,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom ID,CHAR(12),NOT NULL,,AuthorNomenclatureMapping,AtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,90,1,?,?,?
31100,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Pseudoatom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Pseudoatom ID,CHAR(12),NOT NULL,,AuthorNomenclatureMapping,PseudoatomID,N,N,,,1,ChemCompAtom,AtomID,,Y,100,1,?,?,?
31110,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Author_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Author atom ID,CHAR(12),NOT NULL,,AuthorNomenclatureMapping,AuthorAtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,110,1,?,?,?
31120,author_pseudoatom_nom_map,N,T6,8,structure,850, Author nomenclature mapping,_Author_nomenclature_mapping.Pseudoatom_author_name,,,,,open,N,H,H,H,H,H,N,,,,,,Pseudoatom author name,VARCHAR(127),,,AuthorNomenclatureMapping,PseudoatomAuthorName,N,N,,,,,,,Y,120,1,?,?,?
31130,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.Sf_category,,,,,open,N,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,SeqAlignments,SfCategory,N,N,,Y,,,,,N,8610,1,?,?,?
31140,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.Sf_framecode,,,,,open,N,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,SeqAlignments,SfFramecode,N,N,,,,,,,N,8620,1,?,?,?
31150,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SeqAlignments,EntryID,N,N,,Y,1,EntryInformation,EntryID,,N,8630,1,?,?,?
31160,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,SeqAlignments,SfID,N,Y,,Y,,,,,N,8640,1,?,?,?
31170,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.Details,,,,,open,N,H,H,H,H,H,N,,,,,,Details,TEXT,,,SeqAlignments,Details,N,N,,,,,,,N,8650,1,?,?,?
31180,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.DB_name,,,,,open,N,H,H,H,H,H,N,,,,,,DB name,VARCHAR(127),,,SeqAlignments,DBName,N,N,,,,,,,N,8660,1,?,?,?
31190,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.DB_accession_code,,,,,open,N,H,H,H,H,H,N,,,,,,DB accession code,VARCHAR(31),,,SeqAlignments,DBAccessionCode,N,N,,,,,,,N,8670,1,?,?,?
31200,seq_alignments,N,R,4,experimental_details,980, Seq alignments,_Seq_alignments.Secondary_struct_derivation_method,,,,,open,N,H,H,H,H,H,N,,,,,,Secondary struct derivation method,VARCHAR(127),,,SeqAlignments,SecondaryStructDerivationMethod,N,N,,,,,,,N,8680,1,?,?,?
31210,seq_alignments,N,T6,4,experimental_details,980, Seq alignment,_Seq_alignment.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SeqAlignment,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
31220,seq_alignments,N,T6,4,experimental_details,980, Seq alignment,_Seq_alignment.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,SeqAlignment,SfID,N,Y,,Y,1,SeqAlignments,SfID,,Y,20,1,?,?,?
31230,seq_alignments,N,T6,4,experimental_details,980, Seq alignment,_Seq_alignment.DB_chain_ID,,,,,open,N,H,H,H,H,H,N,,,,,,DB chain ID,INTEGER,NOT NULL,,SeqAlignment,DBChainID,N,N,,,,,,,Y,30,1,?,?,?
31240,seq_alignments,N,T6,4,experimental_details,980, Seq alignment,_Seq_alignment.PDB_SEQRES_seq_loc,,,,,open,N,H,H,H,H,H,N,,,,,,PDB SEQRES seq loc,VARCHAR(15),,,SeqAlignment,PDBSEQRESSeqLoc,N,N,,,,,,,Y,40,1,?,?,?
31250,seq_alignments,N,T6,4,experimental_details,980, Seq alignment,_Seq_alignment.PDB_SEQRES_chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,PDB SEQRES chem comp ID,CHAR(12),NOT NULL,,SeqAlignment,PDBSEQRESChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,50,1,?,?,?
