Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,DbSpace,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,sg/public,sg/internal,usr/public,usr/internal,Overide publiM,Overide internal,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,Overide usr/internal,default value,Adit form code,Tag category,Tag field,Local key
27860,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_assembly_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Entity assembly ID 1,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityAssemblyID1,N,N,,,,Entity_assembly,ID,,,,Y,60,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_assembly_ID_1,?
27870,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID 1,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityID1,N,N,,,,Entity,ID,,,,Y,70,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_ID_1,?
27880,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_index_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID 1,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompIndexID1,N,N,,,,Entity_comp_index,ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_index_ID_1,?
27890,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Seq_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID 1,INTEGER,NOT NULL,,TorsionAngleConstraint,SeqID1,N,N,,,,Entity_poly_seq,Num,,,,Y,90,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Seq_ID_1,?
27900,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID 1,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompID1,N,N,,,,Chem_comp,ID,,,,Y,100,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_ID_1,?
27910,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_ID_1,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID 1,CHAR(12),NOT NULL,,TorsionAngleConstraint,AtomID1,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,110,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_ID_1,?
27920,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_type_1,,X,,,,N,H,H,H,H,H,N,,,,,,Atom type 1,VARCHAR(15),NOT NULL,,TorsionAngleConstraint,AtomType1,N,N,,,,,,,,,Y,120,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_type_1,?
27930,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entry_atom_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Entry atom ID 2,CHAR(12),,,TorsionAngleConstraint,EntryAtomID2,N,N,,,,Atom,Entry_atom_ID,,,,Y,130,,,,,,0,?,n/a,Pointer to '_Atom.Entry_atom_ID',?,?,Y,Y,N,N,N,N,_Atom.Entry_atom_ID,?,_Atom.Entry_atom_ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Torsion_angle_constraint,Entry_atom_ID_2,?
27940,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_assembly_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Entity assembly ID 2,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityAssemblyID2,N,N,,,,Entity_assembly,ID,,,,Y,140,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_assembly_ID_2,?
27950,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID 2,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityID2,N,N,,,,Entity,ID,,,,Y,150,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_ID_2,?
27960,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_index_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID 2,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompIndexID2,N,N,,,,Entity_comp_index,ID,,,,Y,160,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_index_ID_2,?
27970,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Seq_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID 2,INTEGER,NOT NULL,,TorsionAngleConstraint,SeqID2,N,N,,,,Entity_poly_seq,Num,,,,Y,170,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Seq_ID_2,?
27980,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID 2,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompID2,N,N,,,,Chem_comp,ID,,,,Y,180,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_ID_2,?
27990,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID 2,CHAR(12),NOT NULL,,TorsionAngleConstraint,AtomID2,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,190,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_ID_2,?
28000,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_type_2,,X,,,,N,H,H,H,H,H,N,,,,,,Atom type 2,VARCHAR(15),NOT NULL,,TorsionAngleConstraint,AtomType2,N,N,,,,,,,,,Y,200,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_type_2,?
28010,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entry_atom_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Entry atom ID 3,CHAR(12),,,TorsionAngleConstraint,EntryAtomID3,N,N,,,,Atom,Entry_atom_ID,,,,Y,210,,,,,,0,?,n/a,Pointer to '_Atom.Entry_atom_ID',?,?,Y,Y,N,N,N,N,_Atom.Entry_atom_ID,?,_Atom.Entry_atom_ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Torsion_angle_constraint,Entry_atom_ID_3,?
28020,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_assembly_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Entity assembly ID 3,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityAssemblyID3,N,N,,,,Entity_assembly,ID,,,,Y,220,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_assembly_ID_3,?
28030,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID 3,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityID3,N,N,,,,Entity,ID,,,,Y,230,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_ID_3,?
28040,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_index_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID 3,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompIndexID3,N,N,,,,Entity_comp_index,ID,,,,Y,240,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_index_ID_3,?
28050,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Seq_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID 3,INTEGER,NOT NULL,,TorsionAngleConstraint,SeqID3,N,N,,,,Entity_poly_seq,Num,,,,Y,250,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Seq_ID_3,?
28060,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID 3,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompID3,N,N,,,,Chem_comp,ID,,,,Y,260,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_ID_3,?
28070,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_ID_3,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID 3,CHAR(12),NOT NULL,,TorsionAngleConstraint,AtomID3,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,270,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_ID_3,?
28080,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_type_3,,X,,,,N,H,H,H,H,H,N,,,,,,Atom type 3,VARCHAR(15),NOT NULL,,TorsionAngleConstraint,AtomType3,N,N,,,,,,,,,Y,280,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_type_3,?
28090,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entry_atom_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Entry atom ID 4,CHAR(12),,,TorsionAngleConstraint,EntryAtomID4,N,N,,,,Atom,Entry_atom_ID,,,,Y,290,,,,,,0,?,n/a,Pointer to '_Atom.Entry_atom_ID',?,?,Y,Y,N,N,N,N,_Atom.Entry_atom_ID,?,_Atom.Entry_atom_ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Torsion_angle_constraint,Entry_atom_ID_4,?
28100,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_assembly_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Entity assembly ID 4,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityAssemblyID4,N,N,,,,Entity_assembly,ID,,,,Y,300,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_assembly_ID_4,?
28110,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entity_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID 4,CHAR(12),NOT NULL,,TorsionAngleConstraint,EntityID4,N,N,,,,Entity,ID,,,,Y,310,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Entity_ID_4,?
28120,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_index_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID 4,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompIndexID4,N,N,,,,Entity_comp_index,ID,,,,Y,320,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_index_ID_4,?
28130,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Seq_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID 4,INTEGER,NOT NULL,,TorsionAngleConstraint,SeqID4,N,N,,,,Entity_poly_seq,Num,,,,Y,330,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Seq_ID_4,?
28140,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Comp_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID 4,CHAR(12),NOT NULL,,TorsionAngleConstraint,CompID4,N,N,,,,Chem_comp,ID,,,,Y,340,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Comp_ID_4,?
28150,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_ID_4,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID 4,CHAR(12),NOT NULL,,TorsionAngleConstraint,AtomID4,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,350,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_ID_4,?
28160,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Atom_type_4,,X,,,,N,H,H,H,H,H,N,,,,,,Atom type 4,VARCHAR(15),NOT NULL,,TorsionAngleConstraint,AtomType4,N,N,,,,,,,,,Y,360,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Atom_type_4,?
28170,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Angle_upper_bound_val,,X,,,,N,H,H,H,H,H,N,,,,,,Angle upper bound val,FLOAT,NOT NULL,,TorsionAngleConstraint,AngleUpperBoundVal,N,N,,,,,,,,,Y,370,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Angle_upper_bound_val,?
28180,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Angle_lower_bound_val,,X,,,,N,H,H,H,H,H,N,,,,,,Angle lower bound val,FLOAT,NOT NULL,,TorsionAngleConstraint,AngleLowerBoundVal,N,N,,,,,,,,,Y,380,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Torsion_angle_constraint,Angle_lower_bound_val,?
28190,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Derivation_code,,X,,,,N,H,H,H,H,H,N,,,,,,Derivation code,VARCHAR(15),,,TorsionAngleConstraint,DerivationCode,N,N,,,,,,,,,Y,390,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Torsion_angle_constraint,Derivation_code,?
28200,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Source_experiment_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Source experiment ID,CHAR(12),,,TorsionAngleConstraint,SourceExperimentID,N,N,,,,,,,,,Y,400,,,,,,1,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Torsion_angle_constraint,Source_experiment_ID,?
28210,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Source_experiment_label,,X,,,,N,H,H,H,H,H,N,,,,,,Source experiment label,VARCHAR(127),,,TorsionAngleConstraint,SourceExperimentLabel,N,N,,,,,,,,,Y,410,,10,,,,0,?,n/a,?,?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Torsion_angle_constraint,Source_experiment_label,?
28220,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,RDCConstraintList,SfCategory,N,N,,,,,,,,,N,7770,,,,,,1,?,n/a,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,RDC_constraint_list,Sf_category,?
28230,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Sf_framecode,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,RDCConstraintList,SfFramecode,N,N,,,,,,,,,N,7780,,,,,,1,?,Residual dipolar constraints label,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,RDC_constraint_list,Sf_framecode,?
28240,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,RDCConstraintList,EntryID,N,N,,,,Entry,ID,,,,N,7790,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,RDC_constraint_list,Entry_ID,Y
28250,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,RDCConstraintList,SfID,N,Y,Y,Y,,,,,,,N,7800,,,,,,1,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,RDC_constraint_list,Sf_ID,?
28260,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.ID,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,RDCConstraintList,RDCConstraintListID,N,N,Y,,,,,,,,N,7810,,,,,,1,?,n/a,Unique identifier for the list of reported residual dipolar coupling constraints.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,RDC_constraint_list,ID,Y
28270,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Dipolar_constraint_calib_method,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Dipolar constraint calib method,VARCHAR(127),,,RDCConstraintList,DipolarConstraintCalibMethod,N,N,,,,,,,,,N,7820,,,,,,0,?,Dipolar constraint calib method,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Dipolar_constraint_calib_method,?
28280,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Mol_align_tensor_axial_sym_mol,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Mol align tensor axial sym mol,FLOAT,,,RDCConstraintList,MolAlignTensorAxialSymMol,N,N,,,,,,,,,N,7830,,,,,,0,?,Mol align tensor axial sym mol,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Mol_align_tensor_axial_sym_mol,?
28290,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Mol_align_tensor_rhombic_mol,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Mol align tensor rhombic mol,FLOAT,,,RDCConstraintList,MolAlignTensorRhombicMol,N,N,,,,,,,,,N,7840,,,,,,0,?,Mol align tensor rhombic mol,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Mol_align_tensor_rhombic_mol,?
28300,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.General_order_param_int_motions,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,General order param int motions,FLOAT,,,RDCConstraintList,GeneralOrderParamIntMotions,N,N,,,,,,,,,N,7850,,,,,,0,?,General order param int motions,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,General_order_param_int_motions,?
28310,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Assumed_H-N_bond_length,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Assumed H-N bond length,FLOAT,,,RDCConstraintList,AssumedH-NBondLength,N,N,,,,,,,,,N,7860,,,,,,0,?,Assumed H-N bond length,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Assumed_H-N_bond_length,?
28320,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Assumed_H-C_bond_length,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Assumed H-C bond length,FLOAT,,,RDCConstraintList,AssumedH-CBondLength,N,N,,,,,,,,,N,7870,,,,,,0,?,Assumed H-C bond length,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Assumed_H-C_bond_length,?
28330,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Assumed_C-N_bond_length,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Assumed C-N bond length,FLOAT,,,RDCConstraintList,AssumedC-NBondLength,N,N,,,,,,,,,N,7880,,,,,,0,?,Assumed C-N bond length,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Assumed_C-N_bond_length,?
28340,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Details,,O,,,,Y,H,H,H,H,H,N,,,,,,Details,TEXT,,,RDCConstraintList,Details,N,N,,,,,,,,,N,7890,,,,,,0,?,Details,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,RDC_constraint_list,Details,?
28350,RDC_constraints,N,T6,8,structure,770,RDC constraint expt,_RDC_constraint_expt.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,RDCConstraintExpt,SfID,N,Y,,Y,,RDC_constraint_list,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_RDC_constraint_list.Sf_ID',?,?,Y,Y,N,N,N,N,_RDC_constraint_list.Sf_ID,?,_RDC_constraint_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,RDC_constraint_expt,Sf_ID,?
28360,RDC_constraints,N,T6,8,structure,770,RDC constraint expt,_RDC_constraint_expt.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,RDCConstraintExpt,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,RDC_constraint_expt,Entry_ID,?
