Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.Torsion_angle_constraint_list_ID,,,,,,N,H,,M,,,N,,,,,,Torsion angle constraint list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Torsion_angle_constraint_list,ID,,,,Y,90,,,,,,5,?,n/a,Pointer to '_Torsion_angle_constraint_list.ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,Torsion_angle_constraint_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.ID',,N,,Y,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_file.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,Y,Y,,,,,,,Y,10,,,,,,6,?,n/a,An integer that uniquely defines the file from other files in the list.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_file,ID,Y,?,N,,N,N,int,,,,,An integer that uniquely defines the file from other files in the list.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_file.Name,,,,,,N,H,,M,,,N,,,,,,Name,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,Y,20,,,,,,0,?,n/a,Name of the file from which the distance constraints were parsed.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_file,Name,?,?,N,,N,N,line,,,,,Name of the file from which the distance constraints were parsed.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_file.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Torsion_angle_constraint_list,Sf_ID,,,,Y,30,,,,,,4,?,n/a,Pointer to '_Torsion_angle_constraint_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,TA_constraint_parse_file,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_file.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,40,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_file,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_file.Torsion_angle_constraint_list_ID,,,,,,N,H,,M,,,N,,,,,,Torsion angle constraint list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Torsion_angle_constraint_list,ID,,,,Y,50,,,,,,5,?,n/a,Pointer to '_Torsion_angle_constraint_list.ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_file,Torsion_angle_constraint_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.ID',,N,,Y,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,An integer value that uniquely identifies the conversion error.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,ID,Y,?,N,,N,N,int,,,,,An integer value that uniquely identifies the conversion error.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Parse_file_ID,,,,,,N,H,,M,,,N,,,,,,Parse file ID,INTEGER,NOT NULL,,,,N,N,,,,TA_constraint_parse_file,ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_TA_constraint_parse_file.ID',?,?,Y,Y,N,N,N,,,,_TA_constraint_parse_file.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,Parse_file_ID,?,?,N,,N,N,int,,,,,Pointer to '_TA_constraint_parse_file.ID',,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Parse_file_constraint_ID,,,,,,N,H,,M,,,N,,,,,,Parse file constraint ID,INTEGER,NOT NULL,,,,N,N,,,,,,,,,Y,30,,,,,,0,?,n/a,Identifier for the constraint in the parse file that produced a conversion error.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,Parse_file_constraint_ID,?,?,N,,N,N,int,,,,,Identifier for the constraint in the parse file that produced a conversion error.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Conv_error_type,,,,,,N,H,,M,,,N,,,,,,Conv error type,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,Y,40,,,,,,0,?,n/a,Type of constraint conversion error.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,Conv_error_type,?,?,N,,N,N,line,,,,,Type of constraint conversion error.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Conv_error_note,,,,,,N,H,,M,,,N,,,,,,Conv error note,TEXT,,,,,N,N,,,,,,,,,Y,50,,,,,,0,?,n/a,Text providing additional information regarding a converion error.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,Conv_error_note,?,?,N,,N,N,text,,,,,Text providing additional information regarding a converion error.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Torsion_angle_constraint_list,Sf_ID,,,,Y,60,,,,,,4,?,n/a,Pointer to '_Torsion_angle_constraint_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,TA_constraint_conv_err,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,70,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_conv_err.Torsion_angle_constraint_list_ID,,,,,,N,H,,M,,,N,,,,,,Torsion angle constraint list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Torsion_angle_constraint_list,ID,,,,Y,80,,,,,,5,?,n/a,Pointer to '_Torsion_angle_constraint_list.ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_conv_err,Torsion_angle_constraint_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.ID',,N,,Y,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,N,15660,,,,,,1,?,n/a,Category definition for the information content of the save frame,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,RDC_constraint_list,Sf_category,?,?,Y,,Y,N,code,,,,,Category definition for the information content of the save frame,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,15670,,,,,,2,?,Residual dipolar constraints label,A label for the save frame that describes in very brief terms the information contained in the save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,0,RDC_constraint_list,Sf_framecode,?,?,Y,,Y,N,framecode,,,,,A label for the save frame that describes in very brief terms the information contained in the save frame.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Entry_ID,,Entry ID,C,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,15680,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,RDC_constraint_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,15690,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,RDC_constraint_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.ID,,RDC constraint,C,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,15700,,,,,,5,?,n/a,Unique identifier for the list of reported residual dipolar coupling constraints.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,RDC_constraint_list,ID,Y,?,N,,Y,N,int,,,,,Unique identifier for the list of reported residual dipolar coupling constraints.,,N,,Y,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Name,,,,,,Y,H,,M,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,15710,,,,,,0,?,Residual dipolar constraints name,A name for the data set that describes in very brief terms the information contained in the data set.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,RDC_constraint_list,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Data_file_name,,,,,,Y,H,,M,,,N,,,,,,Data file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,15720,,,,,,0,?,Data filename,Name of the file that contains the RDC constraint data.,?,?,Y,Y,N,N,N,,,,,I,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Data_file_name,?,?,N,,Y,N,line,,,,,Name of the file that contains the RDC constraint data.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Constraint_file_ID,,,,,,Y,H,,M,,,N,,,,,,Constraint file ID,INTEGER,,,,,N,N,,,,Constraint_file,ID,,,,N,15730,,,,,,0,?,n/a,Pointer to '_Constraint_file.ID',?,?,Y,Y,N,N,N,,,,_Constraint_file.ID,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Constraint_file_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Constraint_file.ID',,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Block_ID,,,,,,Y,H,,M,,,N,,,,,,Block ID,INTEGER,,,,,N,N,,,,Constraint_file,Block_ID,,,,N,15740,,,,,,0,?,n/a,Pointer to '_Constraint_file.Block_ID',?,?,Y,Y,N,N,N,,,,_Constraint_file.Block_ID,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Block_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Constraint_file.Block_ID',,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Potential_type,,,,,,Y,H,,M,,,Y,N,,,,,Potential type,VARCHAR(31),,,,,N,N,,,,,,,,,N,15750,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Potential_type,?,?,Y,,Y,N,code,,,,,The potential type used to model the residual dipolar coupling restraints.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Constraint_type,,,,,,Y,H,,M,,,Y,N,,,,,Constraint type,VARCHAR(31),,,,,N,N,,,,,,,,,N,15760,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Constraint_type,?,?,N,,Y,N,code,,,,,The data source for the RDC constraints.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.NEF_constraint_origin,,,,,,Y,H,,M,,,N,,,,,,NEF constraint origin,VARCHAR(127),,,,,N,N,,,,,,,,,N,15770,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,NEF_constraint_origin,?,?,Y,,Y,N,line,,,,,The NEF defined origin for the RDC constraints in the save frame.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_entity_assembly_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor entity assembly ID,INTEGER,,,,,N,N,,,,Entity_assembly,ID,,,,N,15780,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_entity_assembly_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_comp_index_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor comp index ID,INTEGER,,,,,N,N,,,,Entity_comp_index,ID,,,,N,15790,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_comp_index_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_seq_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor seq ID,INTEGER,,,,,N,N,,,,Entity_poly_seq,Num,,,,N,15800,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_seq_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_comp_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor comp ID,CHAR(12),,,,,N,N,,,,Chem_comp,ID,,,,N,15810,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_comp_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_auth_entity_assembly_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor auth entity assembly ID,VARCHAR(31),,,,,N,N,,,,,,,,,N,15820,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_auth_entity_assembly_ID,?,?,N,,Y,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_auth_asym_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor auth asym ID,VARCHAR(31),,,,,N,N,,,,,,,,,N,15830,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_auth_asym_ID,?,?,Y,,Y,N,code,,,,,An alternative identifier for Asym_ID that may be provided by an author.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_auth_seq_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor auth seq ID,VARCHAR(31),,,,,N,N,,,,,,,,,N,15840,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_auth_seq_ID,?,?,Y,,Y,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_auth_comp_ID,,,,,,Y,H,,M,,,N,,,,,,Tensor auth comp ID,VARCHAR(31),,,,,N,N,,,,,,,,,N,15850,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_auth_comp_ID,?,?,Y,,Y,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Dipolar_constraint_calib_method,,Calibration method,C,,,Y,H,,M,,,N,,,,,,Dipolar constraint calib method,VARCHAR(127),,,,,N,N,,,,,,,,,N,15860,,,,,,0,?,Dipolar constraint calib method,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Dipolar_constraint_calib_method,?,?,N,,Y,N,line,,,,,Method used to calibrate the values for the residual dipolar coupling constraints.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_magnitude,,,,,,Y,H,,M,,,N,,,,,,Tensor magnitude,FLOAT,,,,,N,N,,,,,,,,,N,15870,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_magnitude,?,?,Y,,Y,N,float,,,,,The magnitude orientational parameter for the tensor.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Tensor_rhombicity,,,,,,Y,H,,M,,,N,,,,,,Tensor rhombicity,FLOAT,,,,,N,N,,,,,,,,,N,15880,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Tensor_rhombicity,?,?,Y,,Y,N,float,,,,,The rhombicity orientational parameter for the tensor.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Mol_align_tensor_axial_sym_mol,,,,,,Y,H,,M,,,N,,,,,,Mol align tensor axial sym mol,FLOAT,,,,,N,N,,,,,,,,,N,15890,,,,,,0,?,Mol align tensor axial sym mol,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Mol_align_tensor_axial_sym_mol,?,?,N,,Y,N,float,,,,,The residual dipolar coupling provides geometric information relative to a common alignment frame. The value for the item Mol_align_tensor_axial_sym_mol is the axial symmetric component of the alignment tensor (1/3(Azz-(Axx+Ayy)/2).,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Mol_align_tensor_rhombic_mol,,,,,,Y,H,,M,,,N,,,,,,Mol align tensor rhombic mol,FLOAT,,,,,N,N,,,,,,,,,N,15900,,,,,,0,?,Mol align tensor rhombic mol,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Mol_align_tensor_rhombic_mol,?,?,N,,Y,N,float,,,,,The residual dipolar coupling provides geometric information relative to a common alignment frame. The value for the item Mol_align_tensor_rhombic_mol is the rhombic component of the alignment tensor (1/3(Axx-Ayy)).,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.General_order_param_int_motions,,,,,,Y,H,,M,,,N,,,,,,General order param int motions,FLOAT,,,,,N,N,,,,,,,,,N,15910,,,,,,0,?,General order param int motions,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,General_order_param_int_motions,?,?,N,,Y,N,float,,,,,The residual dipolar coupling provides geometric information relative to a common alignment frame. The value for the item General_order_param_int_motions is S$ the local order parameter for internal motions.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Bond_length_usage_flag,,Bond length usage,C,,,Y,H,,M,,,N,,,,,,Bond length usage flag,VARCHAR(3),,,,,N,N,,,,,,,,,N,15920,,,,,,0,yes,Were unique bond lengths used,A flag indicating whether unique bond length values were used for each residue.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Bond_length_usage_flag,?,?,N,,Y,N,code,,,,,A flag indicating whether unique residue bond length values were used in calculating the RDC constraints.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Assumed_H_N_bond_length,,H-N bond length,C,,,Y,H,,M,,,N,,,,,,Assumed H N bond length,FLOAT,,,,,N,N,,,,,,,,,N,15930,,,,,,0,?,Assumed H-N bond length,Length assumed for the H-N bond length.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Assumed_H_N_bond_length,?,?,N,,Y,N,float,,,,,Length assumed for the H-N bond length.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Assumed_H_C_bond_length,,N-C bond length,C,,,Y,H,,M,,,N,,,,,,Assumed H C bond length,FLOAT,,,,,N,N,,,,,,,,,N,15940,,,,,,0,?,Assumed H-C bond length,Length assumed for the H-C bond length.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Assumed_H_C_bond_length,?,?,N,,Y,N,float,,,,,Length assumed for the H-C bond length.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Assumed_C_N_bond_length,,C-N bond length,C,,,Y,H,,M,,,N,,,,,,Assumed C N bond length,FLOAT,,,,,N,N,,,,,,,,,N,15950,,,,,,0,?,Assumed C-N bond length,Length assumed for the C-N bond length.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Assumed_C_N_bond_length,?,?,N,,Y,N,float,,,,,Length assumed for the C-N bond length.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Data_file_format,,,,,,Y,H,,M,,,N,,,,,,Data file format,VARCHAR(127),,,,,N,N,,,,,,,,,N,15960,,,,,,0,XPLOR,n/a,File format for the deposited residual dipolar coupling restraints.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Data_file_format,?,?,N,,Y,N,line,,,,,File format for the deposited residual dipolar coupling restraints.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Details,,,,,,Y,H,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,15970,,,,,,0,?,Details,Text description providing additional information about the reported residual dipolar coupling constraints.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Details,?,?,N,,Y,N,text,,,,,Text description providing additional information about the reported residual dipolar coupling constraints.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Text_data_format,,,,,,Y,H,,M,,,N,,,,,,Text data format,VARCHAR(127),,,,,N,N,,,,,,,,,N,15980,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Text_data_format,?,?,N,,Y,N,line,,,,,The data format used to represent the residual dipolar coupling data as ASCII text in the text block that is the value to the '_RDC_constraint_list.Text_data' tag.,,N,,?,,,,,,,,?,?,?
,RDC_constraints,N,R,8,structure,770,RDC constraint list,_RDC_constraint_list.Text_data,,,,,,Y,H,,M,,,N,,,,,,Text data,TEXT,,,,,N,N,,,,,,,,,N,15990,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,RDC_constraint_list,Text_data,?,?,N,,Y,N,text,,,,,A set of residual dipolar coupling data formatted as ASCII text.,,N,,?,,,,,,,,?,?,?
