Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
54280,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Anisotropic_val_formula,,,,,,Y,N,,B,,,N,,,,,,Anisotropic val formula,VARCHAR(127),,,,,N,N,,,,,,,,,N,15020,,,,,,0,?,Anisotropic value formula,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Anisotropic_val_formula,?,?,N,,Y,N,line,,,,,The formula for the anisotropic value.,,N,,?,,,,,,,,?,?,?
54290,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Rhombic_val_formula,,,,,,Y,N,,B,,,N,,,,,,Rhombic val formula,VARCHAR(127),,,,,N,N,,,,,,,,,N,15030,,,,,,0,?,Rhombic value formula,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Rhombic_val_formula,?,?,N,,Y,N,line,,,,,The formula for the rhombic value.,,N,,?,,,,,,,,?,?,?
54300,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Euler_angle_type,,,,,,Y,N,,B,,,N,,,,,,Euler angle type,VARCHAR(127),,,,,N,N,,,,,,,,,N,15040,,,,,,0,?,Euler angle type,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Euler_angle_type,?,?,N,,Y,N,line,,,,,The type of Euler angle reported.,,N,,?,,,,,,,,?,?,?
54310,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Details,,,,,,Y,N,,B,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,15050,,,,,,0,?,Details,Text providing additional information regarding the chemical shift tensor list and its derivation.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Tensor_list,Details,?,?,N,,Y,N,text,,,,,Text providing additional information regarding the chemical shift tensor list and its derivation.,,N,,?,,,,,,,,?,?,?
54320,tensor,N,T6,8,structure,711,Tensor,_Tensor.ID,,,,,,N,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Unique identifier for the chemical shift tensor.,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,Tensor,ID,Y,tensors,N,,N,N,int,,,,,Unique identifier for the tensor.,,N,,?,,,,,,,,?,?,?
54330,tensor,N,T6,8,structure,711,Tensor,_Tensor.Interatomic_distance_list_ID,,,,,,N,H,,B,,,N,,,,,,Interatomic distance list ID,INTEGER,,,,,N,N,,,,Interatomic_dist,Interatomic_distance_list_ID,,,,Y,20,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Interatomic_distance_list_ID,?,?,N,,N,N,int,,,,,Pointer to '_Interatomic_dist.Interatomic_distance_list_ID',,N,,?,,,,,,,,?,?,?
54340,tensor,N,T6,8,structure,711,Tensor,_Tensor.Interatomic_dist_set_ID,,,,,,N,H,,B,,,N,,,,,,Interatomic dist set ID,INTEGER,,,,,N,N,,,,Interatomic_dist,Set_ID,,,,Y,30,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Interatomic_dist_set_ID,?,?,N,,N,N,int,,,,,Pointer to '_Interatomic_dist.Set_ID',,N,,?,,,,,,,,?,?,?
54350,tensor,N,T6,8,structure,711,Tensor,_Tensor.Calc_type_ID,,,,,,N,H,,B,,,N,,,,,,Calc type ID,INTEGER,NOT NULL,,,,N,N,,,,Chem_shifts_calc_type,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Chem_shifts_calc_type.ID',?,?,Y,Y,N,N,N,,,,_Chem_shifts_calc_type.ID,V,V,,,,,V,V,,,,,?,0,Tensor,Calc_type_ID,?,?,N,,N,N,int,,,,,Pointer to '_Chem_shifts_calc_type.ID',,N,,Y,,,,,,,,?,?,?
54360,tensor,N,T6,8,structure,711,Tensor,_Tensor.Assembly_atom_ID,,,,,,N,H,,B,,,N,,,,,,Assembly atom ID,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,50,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,Tensor,Assembly_atom_ID,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,,,,,,,,?,?,?
54370,tensor,N,T6,8,structure,711,Tensor,_Tensor.Entity_assembly_ID,,,,,,N,H,,B,,,N,,,,,,Entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,60,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,Tensor,Entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
54380,tensor,N,T6,8,structure,711,Tensor,_Tensor.Entity_ID,,,,,,N,H,,B,,,N,,,,,,Entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,70,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,Tensor,Entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
54390,tensor,N,T6,8,structure,711,Tensor,_Tensor.Comp_index_ID,,,,,,N,H,,B,,,N,,,,,,Comp index ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,Tensor,Comp_index_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
54400,tensor,N,T6,8,structure,711,Tensor,_Tensor.Seq_ID,,,,,,N,H,,B,,,N,,,,,,Seq ID,INTEGER,,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,90,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,O,O,,,,,?,0,Tensor,Seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
54410,tensor,N,T6,8,structure,711,Tensor,_Tensor.Comp_ID,,,,,,N,H,,B,,,N,,,,,,Comp ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,100,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,Tensor,Comp_ID,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
54420,tensor,N,T6,8,structure,711,Tensor,_Tensor.Atom_ID,,,,,,N,H,,B,,,N,,,,,,Atom ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,110,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,Tensor,Atom_ID,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,,,,,,,,?,?,?
54430,tensor,N,T6,8,structure,711,Tensor,_Tensor.Atom_type,,,,,,N,H,,B,,,N,,,,,,Atom type,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,120,,,,,,0,?,n/a,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,Tensor,Atom_type,?,?,N,,N,N,code,,,,,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,,N,,?,,,,,,,,?,?,?
54440,tensor,N,T6,8,structure,711,Tensor,_Tensor.Atom_isotope_number,,,,,,N,H,,B,,,N,,,,,,Atom isotope number,INTEGER,,,,,N,N,,,,,,,,,Y,130,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Atom_isotope_number,?,?,N,,N,N,int,,,,,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,,N,,?,,,,,,,,?,?,?
54450,tensor,N,T6,8,structure,711,Tensor,_Tensor.Axial_sym_axis_polar_angle,,,,,,N,H,,B,,,N,,,,,,Axial sym axis polar angle,FLOAT,,,,,N,N,,,,,,,,,Y,140,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Axial_sym_axis_polar_angle,?,?,N,,N,N,float,,,,,The value for the axial symmetric axis polar angle.,,N,,?,,,,,,,,?,?,?
54460,tensor,N,T6,8,structure,711,Tensor,_Tensor.Axial_sym_axis_aximuthal_angle,,,,,,N,H,,B,,,N,,,,,,Axial sym axis aximuthal angle,FLOAT,,,,,N,N,,,,,,,,,Y,150,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Axial_sym_axis_aximuthal_angle,?,?,N,,N,N,float,,,,,The value for the axial symmetric axis aximuthal angle.,,N,,?,,,,,,,,?,?,?
54470,tensor,N,T6,8,structure,711,Tensor,_Tensor.Isotropic_val,,,,,,N,H,,B,,,N,,,,,,Isotropic val,FLOAT,,,,,N,N,,,,,,,,,Y,160,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Isotropic_val,?,?,N,,N,N,float,,,,,The average value of the tensor principal components. This applies to the standard$ Herzfeld-Berger$ and Haeberlen conventions,,N,,?,,,,,,,,?,?,?
54480,tensor,N,T6,8,structure,711,Tensor,_Tensor.Anisotropic_val,,,,,,N,H,,B,,,N,,,,,,Anisotropic val,FLOAT,,,,,N,N,,,,,,,,,Y,170,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Anisotropic_val,?,?,N,,N,N,float,,,,,The tensor anisotropy value common to the Haeberlen convention.,,N,,?,,,,,,,,?,?,?
54490,tensor,N,T6,8,structure,711,Tensor,_Tensor.Rhombic_val,,,,,,N,H,,B,,,N,,,,,,Rhombic val,FLOAT,,,,,N,N,,,,,,,,,Y,180,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Rhombic_val,?,?,N,,N,N,float,,,,,The value for the tensor rhombic value.,,N,,?,,,,,,,,?,?,?
54500,tensor,N,T6,8,structure,711,Tensor,_Tensor.Herzfeld-Berger_span_val,,,,,,N,H,,B,,,N,,,,,,Herzfeld-Berger span val,FLOAT,,,,,N,N,,,,,,,,,Y,190,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Herzfeld-Berger_span_val,?,?,N,,N,N,float,,,,,The maximum width of the powder pattern. The span in the Herzfeld-Berger convention or omega value.,,N,,?,,,,,,,,?,?,?
54510,tensor,N,T6,8,structure,711,Tensor,_Tensor.Herzfeld-Berger_mu_val,,,,,,N,H,,B,,,N,,,,,,Herzfeld-Berger mu val,FLOAT,,,,,N,N,,,,,,,,,Y,200,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Herzfeld-Berger_mu_val,?,?,N,,N,N,float,,,,,Herzfeld-Berger convention value mu.,,N,,?,,,,,,,,?,?,?
54520,tensor,N,T6,8,structure,711,Tensor,_Tensor.Haeberlen_delta_val,,,,,,N,H,,B,,,N,,,,,,Haeberlen delta val,FLOAT,,,,,N,N,,,,,,,,,Y,210,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Haeberlen_delta_val,?,?,N,,N,N,float,,,,,Haeberlen convention delta value.,,N,,?,,,,,,,,?,?,?
54530,tensor,N,T6,8,structure,711,Tensor,_Tensor.Haeberlen_asymmetry_val,,,,,,N,H,,B,,,N,,,,,,Haeberlen asymmetry val,FLOAT,,,,,N,N,,,,,,,,,Y,220,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Haeberlen_asymmetry_val,?,?,N,,N,N,float,,,,,The Haeberlen convention asymmetry value (eta).,,N,,?,,,,,,,,?,?,?
54540,tensor,N,T6,8,structure,711,Tensor,_Tensor.Euler_angle_alpha,,,,,,N,H,,B,,,N,,,,,,Euler angle alpha,FLOAT,,,,,N,N,,,,,,,,,Y,230,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Euler_angle_alpha,?,?,N,,N,N,float,,,,,The alpha Euler angle.,,N,,?,,,,,,,,?,?,?
54550,tensor,N,T6,8,structure,711,Tensor,_Tensor.Euler_angle_beta,,,,,,N,H,,B,,,N,,,,,,Euler angle beta,FLOAT,,,,,N,N,,,,,,,,,Y,240,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Euler_angle_beta,?,?,N,,N,N,float,,,,,The beta Euler angle.,,N,,?,,,,,,,,?,?,?
54560,tensor,N,T6,8,structure,711,Tensor,_Tensor.Euler_angle_gamma,,,,,,N,H,,B,,,N,,,,,,Euler angle gamma,FLOAT,,,,,N,N,,,,,,,,,Y,250,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Euler_angle_gamma,?,?,N,,N,N,float,,,,,The gamma Euler angle.,,N,,?,,,,,,,,?,?,?
54570,tensor,N,T6,8,structure,711,Tensor,_Tensor.Isotropic_comp_1_1_val,,,,,,N,H,,B,,,N,,,,,,Isotropic comp 1 1 val,FLOAT,,,,,N,N,,,,,,,,,Y,260,,,,,,0,?,n/a,By the standard convention$ the value of the 1_1 element of the isotropic component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Isotropic_comp_1_1_val,?,?,N,,N,N,float,,,,,By the standard convention$ the value of the 1_1 element of the isotropic component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54580,tensor,N,T6,8,structure,711,Tensor,_Tensor.Isotropic_comp_2_2_val,,,,,,N,H,,B,,,N,,,,,,Isotropic comp 2 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,270,,,,,,0,?,n/a,By the standard convention$ the value of the 2_2 element of the isotropic component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Isotropic_comp_2_2_val,?,?,N,,N,N,float,,,,,By the standard convention$ the value of the 2_2 element of the isotropic component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54590,tensor,N,T6,8,structure,711,Tensor,_Tensor.Isotropic_comp_3_3_val,,,,,,N,H,,B,,,N,,,,,,Isotropic comp 3 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,280,,,,,,0,?,n/a,By the standard convention$ the value of the 3_3 element of the isotropic component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Isotropic_comp_3_3_val,?,?,N,,N,N,float,,,,,By the standard convention$ the value of the 3_3 element of the isotropic component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54600,tensor,N,T6,8,structure,711,Tensor,_Tensor.Anti_sym_comp_1_2_val,,,,,,N,H,,B,,,N,,,,,,Anti sym comp 1 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,290,,,,,,0,?,n/a,The value for the 1_2 element of the anti-symmetric component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Anti_sym_comp_1_2_val,?,?,N,,N,N,float,,,,,The value for the 1_2 element of the anti-symmetric component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54610,tensor,N,T6,8,structure,711,Tensor,_Tensor.Anti_sym_comp_1_3_val,,,,,,N,H,,B,,,N,,,,,,Anti sym comp 1 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,300,,,,,,0,?,n/a,The value for the 1_3 element of the anti-symmetric component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Anti_sym_comp_1_3_val,?,?,N,,N,N,float,,,,,The value for the 1_3 element of the anti-symmetric component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54620,tensor,N,T6,8,structure,711,Tensor,_Tensor.Anti_sym_comp_2_3_val,,,,,,N,H,,B,,,N,,,,,,Anti sym comp 2 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,310,,,,,,0,?,n/a,The value for the 2_3 element of the anti-symmetric component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Anti_sym_comp_2_3_val,?,?,N,,N,N,float,,,,,The value for the 2_3 element of the anti-symmetric component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54630,tensor,N,T6,8,structure,711,Tensor,_Tensor.Sym_traceless_comp_1_1_val,,,,,,N,H,,B,,,N,,,,,,Sym traceless comp 1 1 val,FLOAT,,,,,N,N,,,,,,,,,Y,320,,,,,,0,?,n/a,The value for the 1_1 element of the symmetric traceless component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Sym_traceless_comp_1_1_val,?,?,N,,N,N,float,,,,,The value for the 1_1 element of the symmetric traceless component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54640,tensor,N,T6,8,structure,711,Tensor,_Tensor.Sym_traceless_comp_1_2_val,,,,,,N,H,,B,,,N,,,,,,Sym traceless comp 1 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,330,,,,,,0,?,n/a,The value for the 1_2 element of the symmetric traceless component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Sym_traceless_comp_1_2_val,?,?,N,,N,N,float,,,,,The value for the 1_2 element of the symmetric traceless component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54650,tensor,N,T6,8,structure,711,Tensor,_Tensor.Sym_traceless_comp_1_3_val,,,,,,N,H,,B,,,N,,,,,,Sym traceless comp 1 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,340,,,,,,0,?,n/a,The value for the 1_3 element of the symmetric traceless component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Sym_traceless_comp_1_3_val,?,?,N,,N,N,float,,,,,The value for the 1_3 element of the symmetric traceless component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54660,tensor,N,T6,8,structure,711,Tensor,_Tensor.Sym_traceless_comp_2_2_val,,,,,,N,H,,B,,,N,,,,,,Sym traceless comp 2 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,350,,,,,,0,?,n/a,The value for the 2_2 element of the symmetric traceless component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Sym_traceless_comp_2_2_val,?,?,N,,N,N,float,,,,,The value for the 2_2 element of the symmetric traceless component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54670,tensor,N,T6,8,structure,711,Tensor,_Tensor.Sym_traceless_comp_2_3_val,,,,,,N,H,,B,,,N,,,,,,Sym traceless comp 2 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,360,,,,,,0,?,n/a,The value for the 2_3 element of the symmetric traceless component of the chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Sym_traceless_comp_2_3_val,?,?,N,,N,N,float,,,,,The value for the 2_3 element of the symmetric traceless component of the chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54680,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_1_1_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 1 1 val,FLOAT,,,,,N,N,,,,,,,,,Y,370,,,,,,0,?,n/a,The value for the 1_1 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_1_1_val,?,?,N,,N,N,float,,,,,The value for the 1_1 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54690,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_1_2_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 1 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,380,,,,,,0,?,n/a,The value for the 1_2 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_1_2_val,?,?,N,,N,N,float,,,,,The value for the 1_2 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54700,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_1_3_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 1 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,390,,,,,,0,?,n/a,The value for the 1_3 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_1_3_val,?,?,N,,N,N,float,,,,,The value for the 1_3 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54710,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_2_1_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 2 1 val,FLOAT,,,,,N,N,,,,,,,,,Y,400,,,,,,0,?,n/a,The value for the 2_1 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_2_1_val,?,?,N,,N,N,float,,,,,The value for the 2_1 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54720,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_2_2_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 2 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,410,,,,,,0,?,n/a,The value for the 2_2 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_2_2_val,?,?,N,,N,N,float,,,,,The value for the 2_2 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54730,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_2_3_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 2 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,420,,,,,,0,?,n/a,The value for the 2_3 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_2_3_val,?,?,N,,N,N,float,,,,,The value for the 2_3 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54740,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_3_1_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 3 1 val,FLOAT,,,,,N,N,,,,,,,,,Y,430,,,,,,0,?,n/a,The value for the 3_1 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_3_1_val,?,?,N,,N,N,float,,,,,The value for the 3_1 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54750,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_3_2_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 3 2 val,FLOAT,,,,,N,N,,,,,,,,,Y,440,,,,,,0,?,n/a,The value for the 3_2 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_3_2_val,?,?,N,,N,N,float,,,,,The value for the 3_2 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54760,tensor,N,T6,8,structure,711,Tensor,_Tensor.Reduceable_matrix_3_3_val,,,,,,N,H,,B,,,N,,,,,,Reduceable matrix 3 3 val,FLOAT,,,,,N,N,,,,,,,,,Y,450,,,,,,0,?,n/a,The value for the 3_3 element of the reduceable chemical shielding tensor.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Tensor,Reduceable_matrix_3_3_val,?,?,N,,N,N,float,,,,,The value for the 3_3 element of the reduceable chemical shielding tensor.,,N,,?,,,,,,,,?,?,?
54770,tensor,N,T6,8,structure,711,Tensor,_Tensor.Auth_entity_assembly_ID,,,,,,N,H,,B,,,N,,,,,,Auth entity assembly ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,460,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Tensor,Auth_entity_assembly_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to,,N,,?,,,,,,,,?,?,?
